State,Year,Month,Value,1-Month % Change
Minnesota,2003,01,4.5,2.3
Minnesota,2003,02,4.6,2.2
Minnesota,2003,03,4.7,2.2
Minnesota,2003,04,4.8,2.1
Minnesota,2003,05,4.9,2.1
Minnesota,2003,06,5.0,2.0
Minnesota,2003,07,5.0,0.0
Minnesota,2003,08,5.1,2.0
Minnesota,2003,09,5.1,0.0
Minnesota,2003,10,5.0,-2.0
Minnesota,2003,11,5.0,0.0
Minnesota,2003,12,4.9,-2.0
Minnesota,2004,01,4.9,0.0
Minnesota,2004,02,4.8,-2.0
Minnesota,2004,03,4.8,0.0
Minnesota,2004,04,4.8,0.0
Minnesota,2004,05,4.8,0.0
Minnesota,2004,06,4.8,0.0
Minnesota,2004,07,4.7,-2.1
Minnesota,2004,08,4.7,0.0
Minnesota,2004,09,4.6,-2.1
Minnesota,2004,10,4.5,-2.2
Minnesota,2004,11,4.4,-2.2
Minnesota,2004,12,4.3,-2.3
Minnesota,2005,01,4.3,0.0
Minnesota,2005,02,4.2,-2.3
Minnesota,2005,03,4.2,0.0
Minnesota,2005,04,4.1,-2.4
Minnesota,2005,05,4.0,-2.4
Minnesota,2005,06,4.0,0.0
Minnesota,2005,07,3.9,-2.5
Minnesota,2005,08,3.9,0.0
Minnesota,2005,09,4.0,2.6
Minnesota,2005,10,4.0,0.0
Minnesota,2005,11,4.1,2.5
Minnesota,2005,12,4.1,0.0
Minnesota,2006,01,4.1,0.0
Minnesota,2006,02,4.0,-2.4
Minnesota,2006,03,4.0,0.0
Minnesota,2006,04,3.9,-2.5
Minnesota,2006,05,3.8,-2.6
Minnesota,2006,06,3.8,0.0
Minnesota,2006,07,3.8,0.0
Minnesota,2006,08,3.9,2.6
Minnesota,2006,09,4.0,2.6
Minnesota,2006,10,4.1,2.5
Minnesota,2006,11,4.2,2.4
Minnesota,2006,12,4.3,2.4
Minnesota,2007,01,4.3,0.0
Minnesota,2007,02,4.4,2.3
Minnesota,2007,03,4.4,0.0
Minnesota,2007,04,4.5,2.3
Minnesota,2007,05,4.5,0.0
Minnesota,2007,06,4.5,0.0
Minnesota,2007,07,4.6,2.2
Minnesota,2007,08,4.6,0.0
Minnesota,2007,09,4.7,2.2
Minnesota,2007,10,4.7,0.0
Minnesota,2007,11,4.7,0.0
Minnesota,2007,12,4.7,0.0
Minnesota,2008,01,4.7,0.0
Minnesota,2008,02,4.7,0.0
Minnesota,2008,03,4.8,2.1
Minnesota,2008,04,4.9,2.1
Minnesota,2008,05,5.1,4.1
Minnesota,2008,06,5.3,3.9
Minnesota,2008,07,5.4,1.9
Minnesota,2008,08,5.6,3.7
Minnesota,2008,09,5.8,3.6
Minnesota,2008,10,6.0,3.4
Minnesota,2008,11,6.3,5.0
Minnesota,2008,12,6.7,6.3
Minnesota,2009,01,7.0,4.5
Minnesota,2009,02,7.4,5.7
Minnesota,2009,03,7.7,4.1
Minnesota,2009,04,7.9,2.6
Minnesota,2009,05,8.0,1.3
Minnesota,2009,06,8.0,0.0
Minnesota,2009,07,8.0,0.0
Minnesota,2009,08,8.0,0.0
Minnesota,2009,09,7.9,-1.3
Minnesota,2009,10,7.8,-1.3
Minnesota,2009,11,7.8,0.0
Minnesota,2009,12,7.7,-1.3
Minnesota,2010,01,7.7,0.0
Minnesota,2010,02,7.7,0.0
Minnesota,2010,03,7.6,-1.3
Minnesota,2010,04,7.5,-1.3
Minnesota,2010,05,7.4,-1.3
Minnesota,2010,06,7.3,-1.4
Minnesota,2010,07,7.3,0.0
Minnesota,2010,08,7.3,0.0
Minnesota,2010,09,7.3,0.0
Minnesota,2010,10,7.3,0.0
Minnesota,2010,11,7.2,-1.4
Minnesota,2010,12,7.1,-1.4
Minnesota,2011,01,6.9,-2.8
Minnesota,2011,02,6.8,-1.4
Minnesota,2011,03,6.7,-1.5
Minnesota,2011,04,6.7,0.0
Minnesota,2011,05,6.7,0.0
Minnesota,2011,06,6.7,0.0
Minnesota,2011,07,6.6,-1.5
Minnesota,2011,08,6.5,-1.5
Minnesota,2011,09,6.3,-3.1
Minnesota,2011,10,6.1,-3.2
Minnesota,2011,11,6.0,-1.6
Minnesota,2011,12,5.9,-1.7
Minnesota,2012,01,5.8,-1.7
Minnesota,2012,02,5.7,-1.7
Minnesota,2012,03,5.7,0.0
Minnesota,2012,04,5.7,0.0
Minnesota,2012,05,5.6,-1.8
Minnesota,2012,06,5.6,0.0
Minnesota,2012,07,5.6,0.0
Minnesota,2012,08,5.6,0.0
Minnesota,2012,09,5.6,0.0
Minnesota,2012,10,5.5,-1.8
Minnesota,2012,11,5.5,0.0
Minnesota,2012,12,5.4,-1.8
Minnesota,2013,01,5.3,-1.9
Minnesota,2013,02,5.2,-1.9
Minnesota,2013,03,5.2,0.0
Minnesota,2013,04,5.1,-1.9
Minnesota,2013,05,5.0,-2.0
Minnesota,2013,06,5.0,0.0
Minnesota,2013,07,4.9,-2.0
Minnesota,2013,08,4.9,0.0
Minnesota,2013,09,4.8,-2.0
Minnesota,2013,10,4.7,-2.1
Minnesota,2013,11,4.7,0.0
Minnesota,2013,12,4.7,0.0
Minnesota,2014,01,4.6,-2.1
Minnesota,2014,02,4.6,0.0
Minnesota,2014,03,4.5,-2.2
Minnesota,2014,04,4.4,-2.2
Minnesota,2014,05,4.3,-2.3
Minnesota,2014,06,4.1,-4.7
Minnesota,2014,07,4.0,-2.4
Minnesota,2014,08,4.0,0.0
Minnesota,2014,09,3.9,-2.5
Minnesota,2014,10,3.9,0.0
Minnesota,2014,11,3.8,-2.6
Minnesota,2014,12,3.8,0.0
Minnesota,2015,01,3.8,0.0
Minnesota,2015,02,3.7,-2.6
Minnesota,2015,03,3.7,0.0
Minnesota,2015,04,3.7,0.0
Minnesota,2015,05,3.7,0.0
Minnesota,2015,06,3.7,0.0
Minnesota,2015,07,3.7,0.0
Minnesota,2015,08,3.7,0.0
Minnesota,2015,09,3.6,-2.7
Minnesota,2015,10,3.6,0.0
Minnesota,2015,11,3.6,0.0
Minnesota,2015,12,3.7,2.8
Minnesota,2016,01,3.7,0.0
Minnesota,2016,02,3.7,0.0
Minnesota,2016,03,3.7,0.0
Minnesota,2016,04,3.8,2.7
Minnesota,2016,05,3.8,0.0
Minnesota,2016,06,3.9,2.6
Minnesota,2016,07,3.9,0.0
Minnesota,2016,08,4.0,2.6
Minnesota,2016,09,4.0,0.0
Minnesota,2016,10,4.0,0.0
Minnesota,2016,11,4.0,0.0
Minnesota,2016,12,3.9,-2.5
Minnesota,2017,01,3.8,-2.6
Minnesota,2017,02,3.7,-2.6
Minnesota,2017,03,3.6,-2.7
Minnesota,2017,04,3.5,-2.8
Minnesota,2017,05,3.5,0.0
Minnesota,2017,06,3.4,-2.9
Minnesota,2017,07,3.4,0.0
Minnesota,2017,08,3.3,-2.9
Minnesota,2017,09,3.3,0.0
Minnesota,2017,10,3.2,-3.0
Minnesota,2017,11,3.1,-3.1
Minnesota,2017,12,3.1,0.0
Minnesota,2018,01,3.0,-3.2
Minnesota,2018,02,3.0,0.0
Minnesota,2018,03,3.0,0.0
Minnesota,2018,04,3.0,0.0
Minnesota,2018,05,2.9,-3.3
Minnesota,2018,06,2.9,0.0
Minnesota,2018,07,2.8,-3.4
Minnesota,2018,08,2.8,0.0
Minnesota,2018,09,2.9,3.6
Minnesota,2018,10,2.9,0.0
Minnesota,2018,11,3.0,3.4
Minnesota,2018,12,3.1,3.3
Minnesota,2019,01,3.2,3.2
Minnesota,2019,02,3.2,0.0
Minnesota,2019,03,3.2,0.0
Minnesota,2019,04,3.2,0.0
Minnesota,2019,05,3.2,0.0
Minnesota,2019,06,3.2,0.0
Minnesota,2019,07,3.2,0.0
Minnesota,2019,08,3.2,0.0
Minnesota,2019,09,3.2,0.0
Minnesota,2019,10,3.3,3.1
Minnesota,2019,11,3.3,0.0
Minnesota,2019,12,3.3,0.0
Minnesota,2020,01,3.2,-3.0
Minnesota,2020,02,3.1,-3.1
Minnesota,2020,03,3.1,0.0
Mississippi,2000,01,5.4,0.0
Mississippi,2000,02,5.5,1.9
Mississippi,2000,03,5.5,0.0
Mississippi,2000,04,5.6,1.8
Mississippi,2000,05,5.6,0.0
Mississippi,2000,06,5.5,-1.8
Mississippi,2000,07,5.4,-1.8
Mississippi,2000,08,5.4,0.0
Mississippi,2000,09,5.2,-3.7
Mississippi,2000,10,5.1,-1.9
Mississippi,2000,11,5.1,0.0
Mississippi,2000,12,5.0,-2.0
Mississippi,2001,01,5.0,0.0
Mississippi,2001,02,5.0,0.0
Mississippi,2001,03,5.0,0.0
Mississippi,2001,04,5.1,2.0
Mississippi,2001,05,5.1,0.0
Mississippi,2001,06,5.2,2.0
Mississippi,2001,07,5.4,3.8
Mississippi,2001,08,5.6,3.7
Mississippi,2001,09,5.9,5.4
Mississippi,2001,10,6.1,3.4
Mississippi,2001,11,6.4,4.9
Mississippi,2001,12,6.6,3.1
Mississippi,2002,01,6.7,1.5
Mississippi,2002,02,6.8,1.5
Mississippi,2002,03,6.8,0.0
Mississippi,2002,04,6.7,-1.5
Mississippi,2002,05,6.6,-1.5
Mississippi,2002,06,6.6,0.0
Mississippi,2002,07,6.5,-1.5
Mississippi,2002,08,6.5,0.0
Mississippi,2002,09,6.5,0.0
Mississippi,2002,10,6.5,0.0
Mississippi,2002,11,6.5,0.0
Mississippi,2002,12,6.5,0.0
Mississippi,2003,01,6.5,0.0
Mississippi,2003,02,6.6,1.5
Mississippi,2003,03,6.6,0.0
Mississippi,2003,04,6.6,0.0
Mississippi,2003,05,6.6,0.0
Mississippi,2003,06,6.6,0.0
Mississippi,2003,07,6.5,-1.5
Mississippi,2003,08,6.3,-3.1
Mississippi,2003,09,6.1,-3.2
Mississippi,2003,10,5.9,-3.3
Mississippi,2003,11,5.7,-3.4
Mississippi,2003,12,5.6,-1.8
Mississippi,2004,01,5.6,0.0
Mississippi,2004,02,5.6,0.0
Mississippi,2004,03,5.7,1.8
Mississippi,2004,04,5.8,1.8
Mississippi,2004,05,6.0,3.4
Mississippi,2004,06,6.1,1.7
Mississippi,2004,07,6.3,3.3
Mississippi,2004,08,6.4,1.6
Mississippi,2004,09,6.5,1.6
Mississippi,2004,10,6.6,1.5
Mississippi,2004,11,6.6,0.0
Mississippi,2004,12,6.7,1.5
Mississippi,2005,01,6.7,0.0
Mississippi,2005,02,6.8,1.5
Mississippi,2005,03,6.8,0.0
Mississippi,2005,04,6.8,0.0
Mississippi,2005,05,6.7,-1.5
Mississippi,2005,06,6.7,0.0
Mississippi,2005,07,6.8,1.5
Mississippi,2005,08,6.9,1.5
Mississippi,2005,09,9.8,42.0
Mississippi,2005,10,9.1,-7.1
Mississippi,2005,11,8.9,-2.2
Mississippi,2005,12,8.0,-10.1
Mississippi,2006,01,7.4,-7.5
Mississippi,2006,02,7.1,-4.1
Mississippi,2006,03,6.7,-5.6
Mississippi,2006,04,6.6,-1.5
Mississippi,2006,05,6.5,-1.5
Mississippi,2006,06,6.4,-1.5
Mississippi,2006,07,6.4,0.0
Mississippi,2006,08,6.4,0.0
Mississippi,2006,09,6.3,-1.6
Mississippi,2006,10,6.3,0.0
Mississippi,2006,11,6.3,0.0
Mississippi,2006,12,6.3,0.0
Mississippi,2007,01,6.3,0.0
Mississippi,2007,02,6.3,0.0
Mississippi,2007,03,6.3,0.0
Mississippi,2007,04,6.2,-1.6
Mississippi,2007,05,6.2,0.0
Mississippi,2007,06,6.1,-1.6
Mississippi,2007,07,6.1,0.0
Mississippi,2007,08,6.0,-1.6
Mississippi,2007,09,6.0,0.0
Mississippi,2007,10,5.9,-1.7
Mississippi,2007,11,5.9,0.0
Mississippi,2007,12,5.8,-1.7
Mississippi,2008,01,5.8,0.0
Mississippi,2008,02,5.8,0.0
Mississippi,2008,03,5.9,1.7
Mississippi,2008,04,6.1,3.4
Mississippi,2008,05,6.3,3.3
Mississippi,2008,06,6.6,4.8
Mississippi,2008,07,6.8,3.0
Mississippi,2008,08,6.9,1.5
Mississippi,2008,09,7.0,1.4
Mississippi,2008,10,7.1,1.4
Mississippi,2008,11,7.3,2.8
Mississippi,2008,12,7.6,4.1
Mississippi,2009,01,8.0,5.3
Mississippi,2009,02,8.5,6.3
Mississippi,2009,03,8.9,4.7
Mississippi,2009,04,9.1,2.2
Mississippi,2009,05,9.3,2.2
Mississippi,2009,06,9.4,1.1
Mississippi,2009,07,9.5,1.1
Mississippi,2009,08,9.7,2.1
Mississippi,2009,09,9.9,2.1
Mississippi,2009,10,10.2,3.0
Mississippi,2009,11,10.5,2.9
Mississippi,2009,12,10.7,1.9
Mississippi,2010,01,10.8,0.9
Mississippi,2010,02,10.9,0.9
Mississippi,2010,03,10.8,-0.9
Mississippi,2010,04,10.7,-0.9
Mississippi,2010,05,10.6,-0.9
Mississippi,2010,06,10.2,-3.8
Mississippi,2010,07,10.0,-2.0
Mississippi,2010,08,10.0,0.0
Mississippi,2010,09,10.0,0.0
Mississippi,2010,10,10.1,1.0
Mississippi,2010,11,10.1,0.0
Mississippi,2010,12,10.1,0.0
Mississippi,2011,01,10.1,0.0
Mississippi,2011,02,10.1,0.0
Mississippi,2011,03,10.1,0.0
Mississippi,2011,04,10.1,0.0
Mississippi,2011,05,10.1,0.0
Mississippi,2011,06,10.2,1.0
Mississippi,2011,07,10.1,-1.0
Mississippi,2011,08,10.1,0.0
Mississippi,2011,09,10.0,-1.0
Mississippi,2011,10,9.8,-2.0
Mississippi,2011,11,9.7,-1.0
Mississippi,2011,12,9.4,-3.1
Mississippi,2012,01,9.2,-2.1
Mississippi,2012,02,9.1,-1.1
Mississippi,2012,03,9.0,-1.1
Mississippi,2012,04,8.9,-1.1
Mississippi,2012,05,9.0,1.1
Mississippi,2012,06,9.0,0.0
Mississippi,2012,07,9.1,1.1
Mississippi,2012,08,9.0,-1.1
Mississippi,2012,09,9.0,0.0
Mississippi,2012,10,8.9,-1.1
Mississippi,2012,11,8.9,0.0
Mississippi,2012,12,8.9,0.0
Mississippi,2013,01,8.9,0.0
Mississippi,2013,02,8.9,0.0
Mississippi,2013,03,8.9,0.0
Mississippi,2013,04,8.8,-1.1
Mississippi,2013,05,8.7,-1.1
Mississippi,2013,06,8.6,-1.1
Mississippi,2013,07,8.5,-1.2
Mississippi,2013,08,8.4,-1.2
Mississippi,2013,09,8.3,-1.2
Mississippi,2013,10,8.2,-1.2
Mississippi,2013,11,8.1,-1.2
Mississippi,2013,12,8.1,0.0
Mississippi,2014,01,8.0,-1.2
Mississippi,2014,02,8.0,0.0
Mississippi,2014,03,7.9,-1.3
Mississippi,2014,04,7.8,-1.3
Mississippi,2014,05,7.7,-1.3
Mississippi,2014,06,7.6,-1.3
Mississippi,2014,07,7.5,-1.3
Mississippi,2014,08,7.3,-2.7
Mississippi,2014,09,7.2,-1.4
Mississippi,2014,10,7.1,-1.4
Mississippi,2014,11,7.0,-1.4
Mississippi,2014,12,6.8,-2.9
Mississippi,2015,01,6.7,-1.5
Mississippi,2015,02,6.6,-1.5
Mississippi,2015,03,6.6,0.0
Mississippi,2015,04,6.5,-1.5
Mississippi,2015,05,6.4,-1.5
Mississippi,2015,06,6.3,-1.6
Mississippi,2015,07,6.3,0.0
Mississippi,2015,08,6.2,-1.6
Mississippi,2015,09,6.2,0.0
Mississippi,2015,10,6.2,0.0
Mississippi,2015,11,6.2,0.0
Mississippi,2015,12,6.2,0.0
Mississippi,2016,01,6.1,-1.6
Mississippi,2016,02,6.0,-1.6
Mississippi,2016,03,6.0,0.0
Mississippi,2016,04,5.9,-1.7
Mississippi,2016,05,5.9,0.0
Mississippi,2016,06,5.9,0.0
Mississippi,2016,07,5.8,-1.7
Mississippi,2016,08,5.8,0.0
Mississippi,2016,09,5.7,-1.7
Mississippi,2016,10,5.6,-1.8
Mississippi,2016,11,5.5,-1.8
Mississippi,2016,12,5.5,0.0
Mississippi,2017,01,5.4,-1.8
Mississippi,2017,02,5.3,-1.9
Mississippi,2017,03,5.2,-1.9
Mississippi,2017,04,5.2,0.0
Mississippi,2017,05,5.2,0.0
Mississippi,2017,06,5.1,-1.9
Mississippi,2017,07,5.1,0.0
Mississippi,2017,08,5.0,-2.0
Mississippi,2017,09,5.0,0.0
Mississippi,2017,10,4.9,-2.0
Mississippi,2017,11,4.9,0.0
Mississippi,2017,12,4.9,0.0
Mississippi,2018,01,4.9,0.0
Mississippi,2018,02,4.9,0.0
Mississippi,2018,03,4.9,0.0
Mississippi,2018,04,4.8,-2.0
Mississippi,2018,05,4.8,0.0
Mississippi,2018,06,4.8,0.0
Mississippi,2018,07,4.7,-2.1
Mississippi,2018,08,4.7,0.0
Mississippi,2018,09,4.8,2.1
Mississippi,2018,10,4.9,2.1
Mississippi,2018,11,5.0,2.0
Mississippi,2018,12,5.1,2.0
Mississippi,2019,01,5.1,0.0
Mississippi,2019,02,5.2,2.0
Mississippi,2019,03,5.3,1.9
Mississippi,2019,04,5.3,0.0
Mississippi,2019,05,5.4,1.9
Mississippi,2019,06,5.4,0.0
Mississippi,2019,07,5.5,1.9
Mississippi,2019,08,5.5,0.0
Mississippi,2019,09,5.6,1.8
Mississippi,2019,10,5.6,0.0
Mississippi,2019,11,5.6,0.0
Mississippi,2019,12,5.6,0.0
Mississippi,2020,01,5.5,-1.8
Mississippi,2020,02,5.4,-1.8
Mississippi,2020,03,5.3,-1.9
Missouri,2000,01,3.1,0.0
Missouri,2000,02,3.2,3.2
Missouri,2000,03,3.3,3.1
Missouri,2000,04,3.3,0.0
Missouri,2000,05,3.3,0.0
Missouri,2000,06,3.4,3.0
Missouri,2000,07,3.5,2.9
Missouri,2000,08,3.6,2.9
Missouri,2000,09,3.8,5.6
Missouri,2000,10,4.0,5.3
Missouri,2000,11,4.2,5.0
Missouri,2000,12,4.3,2.4
Missouri,2001,01,4.4,2.3
Missouri,2001,02,4.4,0.0
Missouri,2001,03,4.4,0.0
Missouri,2001,04,4.4,0.0
Missouri,2001,05,4.3,-2.3
Missouri,2001,06,4.3,0.0
Missouri,2001,07,4.4,2.3
Missouri,2001,08,4.6,4.5
Missouri,2001,09,4.7,2.2
Missouri,2001,10,4.9,4.3
Missouri,2001,11,5.1,4.1
Missouri,2001,12,5.2,2.0
Missouri,2002,01,5.3,1.9
Missouri,2002,02,5.4,1.9
Missouri,2002,03,5.5,1.9
Missouri,2002,04,5.5,0.0
Missouri,2002,05,5.5,0.0
Missouri,2002,06,5.4,-1.8
Missouri,2002,07,5.4,0.0
Missouri,2002,08,5.3,-1.9
Missouri,2002,09,5.3,0.0
Missouri,2002,10,5.3,0.0
Missouri,2002,11,5.3,0.0
Missouri,2002,12,5.3,0.0
Missouri,2003,01,5.3,0.0
Missouri,2003,02,5.4,1.9
Missouri,2003,03,5.5,1.9
Missouri,2003,04,5.6,1.8
Missouri,2003,05,5.7,1.8
Missouri,2003,06,5.8,1.8
Missouri,2003,07,5.9,1.7
Missouri,2003,08,5.9,0.0
Missouri,2003,09,5.8,-1.7
Missouri,2003,10,5.6,-3.4
Missouri,2003,11,5.5,-1.8
Missouri,2003,12,5.5,0.0
Missouri,2004,01,5.5,0.0
Missouri,2004,02,5.5,0.0
Missouri,2004,03,5.6,1.8
Missouri,2004,04,5.7,1.8
Missouri,2004,05,5.9,3.5
Missouri,2004,06,6.0,1.7
Missouri,2004,07,6.0,0.0
Missouri,2004,08,6.1,1.7
Missouri,2004,09,6.0,-1.6
Missouri,2004,10,6.0,0.0
Missouri,2004,11,6.0,0.0
Missouri,2004,12,6.0,0.0
Missouri,2005,01,5.9,-1.7
Missouri,2005,02,5.9,0.0
Missouri,2005,03,5.8,-1.7
Missouri,2005,04,5.7,-1.7
Missouri,2005,05,5.5,-3.5
Missouri,2005,06,5.3,-3.6
Missouri,2005,07,5.2,-1.9
Missouri,2005,08,5.1,-1.9
Missouri,2005,09,5.1,0.0
Missouri,2005,10,5.0,-2.0
Missouri,2005,11,5.0,0.0
Missouri,2005,12,5.0,0.0
Missouri,2006,01,5.0,0.0
Missouri,2006,02,4.9,-2.0
Missouri,2006,03,4.8,-2.0
Missouri,2006,04,4.8,0.0
Missouri,2006,05,4.8,0.0
Missouri,2006,06,4.8,0.0
Missouri,2006,07,4.8,0.0
Missouri,2006,08,4.9,2.1
Missouri,2006,09,4.9,0.0
Missouri,2006,10,4.9,0.0
Missouri,2006,11,4.9,0.0
Missouri,2006,12,4.9,0.0
Missouri,2007,01,4.8,-2.0
Missouri,2007,02,4.8,0.0
Missouri,2007,03,4.8,0.0
Missouri,2007,04,4.8,0.0
Missouri,2007,05,4.9,2.1
Missouri,2007,06,5.0,2.0
Missouri,2007,07,5.1,2.0
Missouri,2007,08,5.3,3.9
Missouri,2007,09,5.3,0.0
Missouri,2007,10,5.4,1.9
Missouri,2007,11,5.4,0.0
Missouri,2007,12,5.4,0.0
Missouri,2008,01,5.3,-1.9
Missouri,2008,02,5.3,0.0
Missouri,2008,03,5.4,1.9
Missouri,2008,04,5.5,1.9
Missouri,2008,05,5.7,3.6
Missouri,2008,06,5.9,3.5
Missouri,2008,07,6.1,3.4
Missouri,2008,08,6.4,4.9
Missouri,2008,09,6.6,3.1
Missouri,2008,10,6.9,4.5
Missouri,2008,11,7.3,5.8
Missouri,2008,12,7.7,5.5
Missouri,2009,01,8.1,5.2
Missouri,2009,02,8.5,4.9
Missouri,2009,03,8.9,4.7
Missouri,2009,04,9.1,2.2
Missouri,2009,05,9.3,2.2
Missouri,2009,06,9.4,1.1
Missouri,2009,07,9.5,1.1
Missouri,2009,08,9.6,1.1
Missouri,2009,09,9.6,0.0
Missouri,2009,10,9.7,1.0
Missouri,2009,11,9.7,0.0
Missouri,2009,12,9.7,0.0
Missouri,2010,01,9.8,1.0
Missouri,2010,02,9.8,0.0
Missouri,2010,03,9.7,-1.0
Missouri,2010,04,9.7,0.0
Missouri,2010,05,9.6,-1.0
Missouri,2010,06,9.5,-1.0
Missouri,2010,07,9.4,-1.1
Missouri,2010,08,9.5,1.1
Missouri,2010,09,9.5,0.0
Missouri,2010,10,9.5,0.0
Missouri,2010,11,9.5,0.0
Missouri,2010,12,9.4,-1.1
Missouri,2011,01,9.3,-1.1
Missouri,2011,02,9.1,-2.2
Missouri,2011,03,8.9,-2.2
Missouri,2011,04,8.8,-1.1
Missouri,2011,05,8.7,-1.1
Missouri,2011,06,8.6,-1.1
Missouri,2011,07,8.5,-1.2
Missouri,2011,08,8.4,-1.2
Missouri,2011,09,8.2,-2.4
Missouri,2011,10,8.0,-2.4
Missouri,2011,11,7.8,-2.5
Missouri,2011,12,7.6,-2.6
Missouri,2012,01,7.4,-2.6
Missouri,2012,02,7.2,-2.7
Missouri,2012,03,7.1,-1.4
Missouri,2012,04,7.0,-1.4
Missouri,2012,05,7.0,0.0
Missouri,2012,06,6.9,-1.4
Missouri,2012,07,6.9,0.0
Missouri,2012,08,6.8,-1.4
Missouri,2012,09,6.8,0.0
Missouri,2012,10,6.8,0.0
Missouri,2012,11,6.9,1.5
Missouri,2012,12,6.9,0.0
Missouri,2013,01,6.9,0.0
Missouri,2013,02,6.8,-1.4
Missouri,2013,03,6.8,0.0
Missouri,2013,04,6.8,0.0
Missouri,2013,05,6.8,0.0
Missouri,2013,06,6.8,0.0
Missouri,2013,07,6.8,0.0
Missouri,2013,08,6.7,-1.5
Missouri,2013,09,6.6,-1.5
Missouri,2013,10,6.6,0.0
Missouri,2013,11,6.6,0.0
Missouri,2013,12,6.6,0.0
Missouri,2014,01,6.7,1.5
Missouri,2014,02,6.7,0.0
Missouri,2014,03,6.6,-1.5
Missouri,2014,04,6.5,-1.5
Missouri,2014,05,6.3,-3.1
Missouri,2014,06,6.2,-1.6
Missouri,2014,07,6.0,-3.2
Missouri,2014,08,5.9,-1.7
Missouri,2014,09,5.8,-1.7
Missouri,2014,10,5.7,-1.7
Missouri,2014,11,5.6,-1.8
Missouri,2014,12,5.6,0.0
Missouri,2015,01,5.5,-1.8
Missouri,2015,02,5.5,0.0
Missouri,2015,03,5.5,0.0
Missouri,2015,04,5.4,-1.8
Missouri,2015,05,5.3,-1.9
Missouri,2015,06,5.1,-3.8
Missouri,2015,07,4.9,-3.9
Missouri,2015,08,4.8,-2.0
Missouri,2015,09,4.6,-4.2
Missouri,2015,10,4.5,-2.2
Missouri,2015,11,4.5,0.0
Missouri,2015,12,4.4,-2.2
Missouri,2016,01,4.4,0.0
Missouri,2016,02,4.4,0.0
Missouri,2016,03,4.4,0.0
Missouri,2016,04,4.5,2.3
Missouri,2016,05,4.6,2.2
Missouri,2016,06,4.7,2.2
Missouri,2016,07,4.8,2.1
Missouri,2016,08,4.8,0.0
Missouri,2016,09,4.8,0.0
Missouri,2016,10,4.7,-2.1
Missouri,2016,11,4.5,-4.3
Missouri,2016,12,4.3,-4.4
Missouri,2017,01,4.1,-4.7
Missouri,2017,02,4.0,-2.4
Missouri,2017,03,3.9,-2.5
Missouri,2017,04,3.8,-2.6
Missouri,2017,05,3.8,0.0
Missouri,2017,06,3.7,-2.6
Missouri,2017,07,3.7,0.0
Missouri,2017,08,3.6,-2.7
Missouri,2017,09,3.6,0.0
Missouri,2017,10,3.6,0.0
Missouri,2017,11,3.5,-2.8
Missouri,2017,12,3.5,0.0
Missouri,2018,01,3.4,-2.9
Missouri,2018,02,3.4,0.0
Missouri,2018,03,3.3,-2.9
Missouri,2018,04,3.3,0.0
Missouri,2018,05,3.2,-3.0
Missouri,2018,06,3.1,-3.1
Missouri,2018,07,3.0,-3.2
Missouri,2018,08,3.0,0.0
Missouri,2018,09,3.0,0.0
Missouri,2018,10,3.0,0.0
Missouri,2018,11,3.1,3.3
Missouri,2018,12,3.2,3.2
Missouri,2019,01,3.2,0.0
Missouri,2019,02,3.2,0.0
Missouri,2019,03,3.2,0.0
Missouri,2019,04,3.2,0.0
Missouri,2019,05,3.1,-3.1
Missouri,2019,06,3.1,0.0
Missouri,2019,07,3.2,3.2
Missouri,2019,08,3.2,0.0
Missouri,2019,09,3.3,3.1
Missouri,2019,10,3.4,3.0
Missouri,2019,11,3.4,0.0
Missouri,2019,12,3.4,0.0
Missouri,2020,01,3.5,2.9
Missouri,2020,02,3.5,0.0
Missouri,2020,03,4.5,28.6
Montana,2000,01,5.1,0.0
Montana,2000,02,5.0,-2.0
Montana,2000,03,5.0,0.0
Montana,2000,04,5.0,0.0
Montana,2000,05,5.0,0.0
Montana,2000,06,5.0,0.0
Montana,2000,07,5.0,0.0
Montana,2000,08,5.0,0.0
Montana,2000,09,4.9,-2.0
Montana,2000,10,4.9,0.0
Montana,2000,11,4.8,-2.0
Montana,2000,12,4.7,-2.1
Montana,2001,01,4.7,0.0
Montana,2001,02,4.6,-2.1
Montana,2001,03,4.6,0.0
Montana,2001,04,4.6,0.0
Montana,2001,05,4.6,0.0
Montana,2001,06,4.5,-2.2
Montana,2001,07,4.5,0.0
Montana,2001,08,4.5,0.0
Montana,2001,09,4.5,0.0
Montana,2001,10,4.5,0.0
Montana,2001,11,4.4,-2.2
Montana,2001,12,4.5,2.3
Montana,2002,01,4.5,0.0
Montana,2002,02,4.5,0.0
Montana,2002,03,4.5,0.0
Montana,2002,04,4.5,0.0
Montana,2002,05,4.4,-2.2
Montana,2002,06,4.4,0.0
Montana,2002,07,4.3,-2.3
Montana,2002,08,4.3,0.0
Montana,2002,09,4.3,0.0
Montana,2002,10,4.3,0.0
Montana,2002,11,4.4,2.3
Montana,2002,12,4.4,0.0
Montana,2003,01,4.5,2.3
Montana,2003,02,4.5,0.0
Montana,2003,03,4.6,2.2
Montana,2003,04,4.6,0.0
Montana,2003,05,4.7,2.2
Montana,2003,06,4.7,0.0
Montana,2003,07,4.7,0.0
Montana,2003,08,4.8,2.1
Montana,2003,09,4.8,0.0
Montana,2003,10,4.8,0.0
Montana,2003,11,4.9,2.1
